epoch,train_loss,test_loss,train_acc,test_acc
0,1.7155277109188307,1.7341104602899897,0.4593253968253968,0.4491341993922279
1,0.9680329987403512,1.0277570413358208,0.6557539682539683,0.624188312462398
2,0.6058990942997302,0.6338561234868509,0.746031746031746,0.7435064940225511
3,0.5266021820323118,0.5755897865983067,0.8224206349206349,0.8016774895645323
4,0.46764986401628944,0.5051248143318174,0.8412698412698413,0.8387445892606463
5,0.5981403316234717,0.666601568319167,0.7698412698412699,0.7629870133740562
6,0.4035621537101099,0.4753711447365672,0.8452380952380952,0.8352272737593878
7,0.3835247200894476,0.452723987973822,0.8561507936507936,0.8387445892606463
8,0.3423636238697012,0.4152866557545093,0.8541666666666666,0.8471320356641497
9,0.29639168533394555,0.3790918250512052,0.9067460317460317,0.8931277082079933
10,0.3483712268831264,0.43789118062807425,0.8680555555555556,0.8417207797368368
11,0.4118212589227333,0.4865168820402328,0.8551587301587301,0.843073593718665
12,0.28205728143396197,0.40021882052418284,0.9285714285714286,0.899621212766284
13,0.2949396000217523,0.40996859787097456,0.8898809523809523,0.8668831175281888
14,0.2264614893337036,0.329507773832513,0.9682539682539683,0.9510281398182824
15,0.30461604319738694,0.3894195518598989,0.8700396825396826,0.8693181843984694
16,0.23234431945108588,0.3385294270456655,0.9365079365079365,0.9182900445801871
17,0.1956850841619625,0.3258291067005394,0.939484126984127,0.930194806484949
18,0.18786212688856863,0.2930290874218054,0.9384920634920635,0.9212662350563776
19,0.22617311285621539,0.36789754166765654,0.9325396825396826,0.9093614731516156
20,0.17328215990244494,0.28586101510699763,0.9424603174603174,0.930194806484949
21,0.17893194719974428,0.3016166138929349,0.933531746031746,0.9145021651472364
22,0.1485583187420649,0.27893443787061073,0.9365079365079365,0.9174783556234269
23,0.1515561348245209,0.2838630317134809,0.9444444444444444,0.9234307365758079
24,0.13540458420298906,0.276283377585666,0.9831349206349206,0.9569805207706633
25,0.1427027171707093,0.27130067400570174,0.9484126984126984,0.9115259746710459
26,0.14114911229429458,0.2527089504635692,0.9444444444444444,0.9361471874373299
27,0.17687988064592255,0.29794318200561765,0.9325396825396826,0.9182900445801871
28,0.12186728297425622,0.23869196231657336,0.9533730158730159,0.9391233779135204
29,0.130200926619186,0.2756970460184887,0.9444444444444444,0.9242424255325681
30,0.11674799898510911,0.2669646924998174,0.9841269841269841,0.9569805207706633
31,0.15240663483393033,0.2907671921920289,0.9761904761904762,0.9361471874373299
32,0.12489637365214122,0.24746937047134768,0.9771825396825397,0.9599567112468538
33,0.1133379010085341,0.2428764128316317,0.9732142857142857,0.9510281398182824
34,0.10572682463198071,0.24850129464888823,0.9851190476190477,0.9569805207706633
35,0.1261780319713723,0.28635410452421645,0.9434523809523809,0.9101731606892177
36,0.16372657273487,0.3220168891804366,0.9315476190476191,0.899621212766284
37,0.10697156894414946,0.2574249201930791,0.9761904761904762,0.9466991367794219
38,0.09935393265633391,0.2343176779989271,0.9851190476190477,0.9629329017230442
39,0.09961710477530807,0.2515792887818952,0.9841269841269841,0.9526515177318028
40,0.09547501158969152,0.24618508313033685,0.9861111111111112,0.9599567112468538
41,0.14427332271628804,0.3005629005289735,0.9424603174603174,0.9174783556234269
42,0.09498525632361227,0.23699734627215738,0.9851190476190477,0.9540043302944728
